an3.1:0.3|Bhayasutta |an3.1
an5.126:0.3|Dutiyaanāyussāsutta |an5.126
an5.127:0.3|Vapakāsasutta |an5.127
an5.128:0.3|Samaṇasukhasutta |an5.128
an5.129:0.3|Parikuppasutta |an5.129
an5.130:0.3|Byasanasutta |an5.130
an5.131:0.3|Paṭhamacakkānuvattanasutta |an5.131
an5.132:0.3|Dutiyacakkānuvattanasutta |an5.132
an5.133:0.3|Dhammarājāsutta |an5.133
an5.134:0.3|Yassaṁdisaṁsutta |an5.134
an5.135:0.3|Paṭhamapatthanāsutta |an5.135
an5.136:0.3|Dutiyapatthanāsutta |an5.136
an5.137:0.3|Appaṁsupatisutta |an5.137
an5.138:0.3|Bhattādakasutta |an5.138
an5.139:0.3|Akkhamasutta |an5.139
an5.140:0.3|Sotasutta |an5.140
an5.141:0.3|Avajānātisutta |an5.141
an5.142:0.3|Ārabhatisutta |an5.142
an5.143:0.3|Sārandadasutta |an5.143
an5.144:0.3|Tikaṇḍakīsutta |an5.144
an5.145:0.3|Nirayasutta |an5.145
an5.146:0.3|Mittasutta |an5.146
an5.147:0.3|Asappurisadānasutta |an5.147
an5.148:0.3|Sappurisadānasutta |an5.148
an5.149:0.3|Paṭhamasamayavimuttasutta |an5.149
an5.150:0.3|Dutiyasamayavimuttasutta |an5.150
an5.151:0.3|Paṭhamasammattaniyāmasutta |an5.151
an5.152:0.3|Dutiyasammattaniyāmasutta |an5.152
an5.153:0.3|Tatiyasammattaniyāmasutta |an5.153
an5.154:0.3|Paṭhamasaddhammasammosasutta |an5.154
an5.155:0.3|Dutiyasaddhammasammosasutta |an5.155
an5.156:0.3|Tatiyasaddhammasammosasutta |an5.156
an5.157:0.3|Dukkathāsutta |an5.157
an5.158:0.3|Sārajjasutta |an5.158
an5.159:0.3|Udāyīsutta |an5.159
an5.160:0.3|Duppaṭivinodayasutta |an5.160
an5.161:0.3|Paṭhamaāghātapaṭivinayasutta |an5.161
an5.162:0.3|Dutiyaāghātapaṭivinayasutta |an5.162
an5.163:0.3|Sākacchasutta |an5.163
an5.164:0.3|Sājīvasutta |an5.164
an5.165:0.3|Pañhapucchāsutta |an5.165
an5.166:0.3|Nirodhasutta |an5.166
an5.167:0.3|Codanāsutta |an5.167
an5.168:0.3|Sīlasutta |an5.168
an5.169:0.3|Khippanisantisutta |an5.169
an5.170:0.3|Bhaddajisutta |an5.170
an5.171:0.3|Sārajjasutta |an5.171
an5.172:0.3|Visāradasutta |an5.172
an5.173:0.3|Nirayasutta |an5.173
an5.174:0.3|Verasutta |an5.174
an5.175:0.3|Caṇḍālasutta |an5.175
an5.176:0.3|Pītisutta |an5.176
an5.177:0.3|Vaṇijjāsutta |an5.177
an5.178:0.3|Rājāsutta |an5.178
an5.179:0.3|Gihisutta |an5.179
an5.180:0.3|Gavesīsutta |an5.180
an5.181:0.3|Āraññikasutta |an5.181
an5.182:0.3|Cīvarasutta |an5.182
an5.183:0.3|Rukkhamūlikasutta |an5.183
an5.184:0.3|Sosānikasutta |an5.184
an5.185:0.3|Abbhokāsikasutta |an5.185
an5.186:0.3|Nesajjikasutta |an5.186
an5.187:0.3|Yathāsanthatikasutta |an5.187
an5.188:0.3|Ekāsanikasutta |an5.188
an5.189:0.3|Khalupacchābhattikasutta |an5.189
an5.190:0.3|Pattapiṇḍikasutta |an5.190
an5.191:0.3|Soṇasutta |an5.191
an5.192:0.3|Doṇabrāhmaṇasutta |an5.192
an5.193:0.3|Saṅgāravasutta |an5.193
an5.194:0.3|Kāraṇapālīsutta |an5.194
an5.195:0.3|Piṅgiyānīsutta |an5.195
an5.196:0.3|Mahāsupinasutta |an5.196
an5.197:0.3|Vassasutta |an5.197
an5.198:0.3|Vācāsutta |an5.198
an5.199:0.3|Kulasutta |an5.199
an5.200:0.3|Nissāraṇīyasutta |an5.200
an5.201:0.3|Kimilasutta |an5.201
an5.202:0.3|Dhammassavanasutta |an5.202
an5.203:0.3|Assājānīyasutta |an5.203
an5.204:0.3|Balasutta |an5.204
an5.205:0.3|Cetokhilasutta |an5.205
an5.206:0.3|Vinibandhasutta |an5.206
an5.207:0.3|Yāgusutta |an5.207
an5.208:0.3|Dantakaṭṭhasutta |an5.208
an5.209:0.3|Gītassarasutta |an5.209
an5.210:0.3|Muṭṭhassatisutta |an5.210
an5.211:0.3|Akkosakasutta |an5.211
an5.212:0.3|Bhaṇḍanakārakasutta |an5.212
an5.213:0.3|Sīlasutta |an5.213
an5.214:0.3|Bahubhāṇisutta |an5.214
an5.215:0.3|Paṭhamaakkhantisutta |an5.215
an5.216:0.3|Dutiyaakkhantisutta |an5.216
an5.217:0.3|Paṭhamaapāsādikasutta |an5.217
an5.218:0.3|Dutiyaapāsādikasutta |an5.218
an5.219:0.3|Aggisutta |an5.219
an5.220:0.3|Madhurāsutta |an5.220
an5.221:0.3|Paṭhamadīghacārikasutta |an5.221
an5.222:0.3|Dutiyadīghacārikasutta |an5.222
an5.223:0.3|Atinivāsasutta |an5.223
an5.224:0.3|Maccharīsutta |an5.224
an5.225:0.3|Paṭhamakulūpakasutta |an5.225
an5.226:0.3|Dutiyakulūpakasutta |an5.226
an5.227:0.3|Bhogasutta |an5.227
an5.228:0.3|Ussūrabhattasutta |an5.228
an5.229:0.3|Paṭhamakaṇhasappasutta |an5.229
an5.230:0.3|Dutiyakaṇhasappasutta |an5.230
an5.231:0.3|Āvāsikasutta |an5.231
an5.232:0.3|Piyasutta |an5.232
an5.233:0.3|Sobhanasutta |an5.233
an5.234:0.3|Bahūpakārasutta |an5.234
an5.235:0.3|Anukampasutta |an5.235
an5.236:0.3|Paṭhamaavaṇṇārahasutta |an5.236
an5.237:0.3|Dutiyaavaṇṇārahasutta |an5.237
an5.238:0.3|Tatiyaavaṇṇārahasutta |an5.238
an5.239:0.3|Paṭhamamacchariyasutta |an5.239
an5.240:0.3|Dutiyamacchariyasutta |an5.240
an5.241:0.3|Paṭhamaduccaritasutta |an5.241
an5.242:0.3|Paṭhamakāyaduccaritasutta |an5.242
an5.243:0.3|Paṭhamavacīduccaritasutta |an5.243
an5.244:0.3|Paṭhamamanoduccaritasutta |an5.244
an5.245:0.3|Dutiyaduccaritasutta |an5.245
an5.246:0.3|Dutiyakāyaduccaritasutta |an5.246
an5.247:0.3|Dutiyavacīduccaritasutta |an5.247
an5.248:0.3|Dutiyamanoduccaritasutta |an5.248
an5.249:0.3|Sivathikasutta |an5.249
an5.250:0.3|Puggalappasādasutta |an5.250
an5.251:0.3|Upasampādetabbasutta |an5.251
an5.252:0.3|Nissayasutta |an5.252
an5.253:0.3|Sāmaṇerasutta |an5.253
an5.254:0.3|Pañcamacchariyasutta |an5.254
an5.255:0.3|Macchariyappahānasutta |an5.255
an5.256:0.3|Paṭhamajhānasutta |an5.256
an5.264:0.3|Aparapaṭhamajhānasutta |an5.264
an5.272:0.3|Bhattuddesakasutta |an5.272
an5.286:0.3|Bhikkhusutta |an5.286
an5.293:0.3|Ājīvakasutta |an5.293
an6.1:0.3|Paṭhamaāhuneyyasutta |an6.1
an6.2:0.3|Dutiyaāhuneyyasutta |an6.2
an6.3:0.3|Indriyasutta |an6.3
an6.4:0.3|Balasutta |an6.4
an6.5:0.3|Paṭhamaājānīyasutta |an6.5
an6.6:0.3|Dutiyaājānīyasutta |an6.6
an6.7:0.3|Tatiyaājānīyasutta |an6.7
an6.8:0.3|Anuttariyasutta |an6.8
an6.9:0.3|Anussatiṭṭhānasutta |an6.9
an6.10:0.3|Mahānāmasutta |an6.10
an6.11:0.3|Paṭhamasāraṇīyasutta |an6.11
an6.12:0.3|Dutiyasāraṇīyasutta |an6.12
an6.13:0.3|Nissāraṇīyasutta |an6.13
an6.14:0.3|Bhaddakasutta |an6.14
an6.15:0.3|Anutappiyasutta |an6.15
an6.16:0.3|Nakulapitusutta |an6.16
an6.17:0.3|Soppasutta |an6.17
an6.18:0.3|Macchabandhasutta |an6.18
an6.19:0.3|Paṭhamamaraṇassatisutta |an6.19
an6.20:0.3|Dutiyamaraṇassatisutta |an6.20
an6.21:0.3|Sāmakasutta |an6.21
an6.22:0.3|Aparihāniyasutta |an6.22
an6.23:0.3|Bhayasutta |an6.23
an6.24:0.3|Himavantasutta |an6.24
an6.25:0.3|Anussatiṭṭhānasutta |an6.25
an6.26:0.3|Mahākaccānasutta |an6.26
an6.27:0.3|Paṭhamasamayasutta |an6.27
an6.28:0.3|Dutiyasamayasutta |an6.28
an6.29:0.3|Udāyīsutta |an6.29
an6.30:0.3|Anuttariyasutta |an6.30
an6.31:0.3|Sekhasutta |an6.31
an6.32:0.3|Paṭhamaaparihānasutta |an6.32
an6.33:0.3|Dutiyaaparihānasutta |an6.33
an6.34:0.3|Mahāmoggallānasutta |an6.34
an6.35:0.3|Vijjābhāgiyasutta |an6.35
an6.36:0.3|Vivādamūlasutta |an6.36
an6.37:0.3|Chaḷaṅgadānasutta |an6.37
an6.38:0.3|Attakārīsutta |an6.38
an6.39:0.3|Nidānasutta |an6.39
an6.40:0.3|Kimilasutta |an6.40
an6.41:0.3|Dārukkhandhasutta |an6.41
an6.42:0.3|Nāgitasutta |an6.42
an6.43:0.3|Nāgasutta |an6.43
an6.44:0.3|Migasālāsutta |an6.44
an6.45:0.3|Iṇasutta |an6.45
an6.46:0.3|Mahācundasutta |an6.46
an6.47:0.3|Paṭhamasandiṭṭhikasutta |an6.47
an6.48:0.3|Dutiyasandiṭṭhikasutta |an6.48
an6.49:0.3|Khemasutta |an6.49
an6.50:0.3|Indriyasaṁvarasutta |an6.50
an6.51:0.3|Ānandasutta |an6.51
an6.52:0.3|Khattiyasutta |an6.52
an6.53:0.3|Appamādasutta |an6.53
an6.54:0.3|Dhammikasutta |an6.54
an6.55:0.3|Soṇasutta |an6.55
an6.56:0.3|Phaggunasutta |an6.56
an6.57:0.3|Chaḷabhijātisutta |an6.57
an6.58:0.3|Āsavasutta |an6.58
an6.59:0.3|Dārukammikasutta |an6.59
an6.60:0.3|Hatthisāriputtasutta |an6.60
an6.61:0.3|Majjhesutta |an6.61
an6.62:0.3|Purisindriyañāṇasutta |an6.62
an6.63:0.3|Nibbedhikasutta |an6.63
an6.64:0.3|Sīhanādasutta |an6.64
an6.65:0.3|Anāgāmiphalasutta |an6.65
an6.66:0.3|Arahattasutta |an6.66
an6.67:0.3|Mittasutta |an6.67
an6.68:0.3|Saṅgaṇikārāmasutta |an6.68
an6.69:0.3|Devatāsutta |an6.69
an6.70:0.3|Samādhisutta |an6.70
an6.71:0.3|Sakkhibhabbasutta |an6.71
an6.72:0.3|Balasutta |an6.72
an6.73:0.3|Paṭhamatajjhānasutta |an6.73
an6.74:0.3|Dutiyatajjhānasutta |an6.74
an6.75:0.3|Dukkhasutta |an6.75
an6.76:0.3|Arahattasutta |an6.76
an6.77:0.3|Uttarimanussadhammasutta |an6.77
an6.78:0.3|Sukhasomanassasutta |an6.78
an6.79:0.3|Adhigamasutta |an6.79
an6.80:0.3|Mahantattasutta |an6.80
an6.81:0.3|Paṭhamanirayasutta |an6.81
an6.82:0.3|Dutiyanirayasutta |an6.82
an6.83:0.3|Aggadhammasutta |an6.83
an6.84:0.3|Rattidivasasutta |an6.84
an6.85:0.3|Sītibhāvasutta |an6.85
an6.86:0.3|Āvaraṇasutta |an6.86
an6.87:0.3|Voropitasutta |an6.87
an6.88:0.3|Sussūsatisutta |an6.88
an6.89:0.3|Appahāyasutta |an6.89
an6.90:0.3|Pahīnasutta |an6.90
an6.91:0.3|Abhabbasutta |an6.91
an6.92:0.3|Paṭhamaabhabbaṭṭhānasutta |an6.92
an6.93:0.3|Dutiyaabhabbaṭṭhānasutta |an6.93
an6.94:0.3|Tatiyaabhabbaṭṭhānasutta |an6.94
an6.95:0.3|Catutthaabhabbaṭṭhānasutta |an6.95
an6.96:0.3|Pātubhāvasutta |an6.96
an6.97:0.3|Ānisaṁsasutta |an6.97
an6.98:0.3|Aniccasutta |an6.98
an6.99:0.3|Dukkhasutta |an6.99
an6.100:0.3|Anattasutta |an6.100
an6.101:0.3|Nibbānasutta |an6.101
an6.102:0.3|Anavatthitasutta |an6.102
an6.103:0.3|Ukkhittāsikasutta |an6.103
an6.104:0.3|Atammayasutta |an6.104
an6.105:0.3|Bhavasutta |an6.105
an6.106:0.3|Taṇhāsutta |an6.106
an6.107:0.3|Rāgasutta |an6.107
an6.108:0.3|Duccaritasutta |an6.108
an6.109:0.3|Vitakkasutta |an6.109
an6.110:0.3|Saññāsutta |an6.110
an6.111:0.3|Dhātusutta |an6.111
an6.112:0.3|Assādasutta |an6.112
an6.113:0.3|Aratisutta |an6.113
an6.114:0.3|Santuṭṭhitāsutta |an6.114
an6.115:0.3|Dovacassatāsutta |an6.115
an6.116:0.3|Uddhaccasutta |an6.116
an6.117:0.3|Kāyānupassīsutta |an6.117
an6.118:0.3|Dhammānupassīsutta |an6.118
an6.119:0.3|Tapussasutta |an6.119
an6.120-139:0.3|Bhallikādisutta |an6.120-139
an7.1:0.3|Paṭhamapiyasutta |an7.1
an7.2:0.3|Dutiyapiyasutta |an7.2
an7.3:0.3|Saṅkhittabalasutta |an7.3
an7.4:0.3|Vitthatabalasutta |an7.4
an7.5:0.3|Saṅkhittadhanasutta |an7.5
an7.6:0.3|Vitthatadhanasutta |an7.6
an7.7:0.3|Uggasutta |an7.7
an7.8:0.3|Saṁyojanasutta |an7.8
an7.9:0.3|Pahānasutta |an7.9
an7.10:0.3|Macchariyasutta |an7.10
an7.11:0.3|Paṭhamaanusayasutta |an7.11
an7.12:0.3|Dutiyaanusayasutta |an7.12
an7.13:0.3|Kulasutta |an7.13
an7.14:0.3|Puggalasutta |an7.14
an7.15:0.3|Udakūpamāsutta |an7.15
an7.16:0.3|Aniccānupassīsutta |an7.16
an7.17:0.3|Dukkhānupassīsutta |an7.17
an7.18:0.3|Anattānupassīsutta |an7.18
an7.19:0.3|Nibbānasutta |an7.19
an7.20:0.3|Niddasavatthusutta |an7.20
an7.21:0.3|Sārandadasutta |an7.21
an7.22:0.3|Vassakārasutta |an7.22
an7.23:0.3|Paṭhamasattakasutta |an7.23
an7.24:0.3|Dutiyasattakasutta |an7.24
an7.25:0.3|Tatiyasattakasutta |an7.25
an7.26:0.3|Bojjhaṅgasutta |an7.26
an7.27:0.3|Saññāsutta |an7.27
an7.28:0.3|Paṭhamaparihānisutta |an7.28
an7.29:0.3|Dutiyaparihānisutta |an7.29
an7.30:0.3|Vipattisutta |an7.30
an7.31:0.3|Parābhavasutta |an7.31
an7.32:0.3|Appamādagāravasutta |an7.32
an7.33:0.3|Hirigāravasutta |an7.33
an7.34:0.3|Paṭhamasovacassatāsutta |an7.34
an7.35:0.3|Dutiyasovacassatāsutta |an7.35
an7.36:0.3|Paṭhamamittasutta |an7.36
an7.37:0.3|Dutiyamittasutta |an7.37
an7.38:0.3|Paṭhamapaṭisambhidāsutta |an7.38
an7.39:0.3|Dutiyapaṭisambhidāsutta |an7.39
an7.40:0.3|Paṭhamavasasutta |an7.40
an7.41:0.3|Dutiyavasasutta |an7.41
an7.42:0.3|Paṭhamaniddasasutta |an7.42
an7.43:0.3|Dutiyaniddasasutta |an7.43
an7.44:0.3|Sattaviññāṇaṭṭhitisutta |an7.44
an7.45:0.3|Samādhiparikkhārasutta |an7.45
an7.46:0.3|Paṭhamaaggisutta |an7.46
an7.47:0.3|Dutiyaaggisutta |an7.47
an7.48:0.3|Paṭhamasaññāsutta |an7.48
an7.49:0.3|Dutiyasaññāsutta |an7.49
an7.50:0.3|Methunasutta |an7.50
an7.51:0.3|Saṁyogasutta |an7.51
an7.52:0.3|Dānamahapphalasutta |an7.52
an7.53:0.3|Nandamātāsutta |an7.53
an7.54:0.3|Abyākatasutta |an7.54
an7.55:0.3|Purisagatisutta |an7.55
an7.56:0.3|Tissabrahmāsutta |an7.56
an7.57:0.3|Sīhasenāpatisutta |an7.57
an7.58:0.3|Arakkheyyasutta |an7.58
an7.59:0.3|Kimilasutta |an7.59
an7.60:0.3|Sattadhammasutta |an7.60
an7.61:0.3|Pacalāyamānasutta |an7.61
an7.62:0.3|Mettasutta |an7.62
an7.63:0.3|Bhariyāsutta |an7.63
an7.64:0.3|Kodhanasutta |an7.64
an7.65:0.3|Hirīottappasutta |an7.65
an7.66:0.3|Sattasūriyasutta |an7.66
an7.67:0.3|Nagaropamasutta |an7.67
an7.68:0.3|Dhammaññūsutta |an7.68
an7.69:0.3|Pāricchattakasutta |an7.69
an7.70:0.3|Sakkaccasutta |an7.70
an7.71:0.3|Bhāvanāsutta |an7.71
an7.72:0.3|Aggikkhandhopamasutta |an7.72
an7.73:0.3|Sunettasutta |an7.73
an7.74:0.3|Arakasutta |an7.74
an7.75:0.3|Paṭhamavinayadharasutta |an7.75
an7.76:0.3|Dutiyavinayadharasutta |an7.76
an7.77:0.3|Tatiyavinayadharasutta |an7.77
an7.78:0.3|Catutthavinayadharasutta |an7.78
an7.79:0.3|Paṭhamavinayadharasobhanasutta |an7.79
an7.80:0.3|Dutiyavinayadharasobhanasutta |an7.80
an7.81:0.3|Tatiyavinayadharasobhanasutta |an7.81
an7.82:0.3|Catutthavinayadharasobhanasutta |an7.82
an7.83:0.3|Satthusāsanasutta |an7.83
an7.84:0.3|Adhikaraṇasamathasutta |an7.84
an7.85:0.3|Bhikkhusutta |an7.85
an7.86:0.3|Samaṇasutta |an7.86
an7.87:0.3|Brāhmaṇasutta |an7.87
an7.88:0.3|Sottiyasutta |an7.88
an7.89:0.3|Nhātakasutta |an7.89
an7.90:0.3|Vedagūsutta |an7.90
an7.91:0.3|Ariyasutta |an7.91
an7.92:0.3|Arahāsutta |an7.92
an7.93:0.3|Asaddhammasutta |an7.93
an7.94:0.3|Saddhammasutta |an7.94
an8.1:0.3|Mettāsutta |an8.1
an8.2:0.3|Paññāsutta |an8.2
an8.3:0.3|Paṭhamaappiyasutta |an8.3
an8.4:0.3|Dutiyaappiyasutta |an8.4
an8.5:0.3|Paṭhamalokadhammasutta |an8.5
an8.6:0.3|Dutiyalokadhammasutta |an8.6
an8.7:0.3|Devadattavipattisutta |an8.7
an8.8:0.3|Uttaravipattisutta |an8.8
an8.9:0.3|Nandasutta |an8.9
an8.10:0.3|Kāraṇḍavasutta |an8.10
an8.11:0.3|Verañjasutta |an8.11
an8.12:0.3|Sīhasutta |an8.12
an8.13:0.3|Assājānīyasutta |an8.13
an8.14:0.3|Assakhaḷuṅkasutta |an8.14
an8.15:0.3|Malasutta |an8.15
an8.16:0.3|Dūteyyasutta |an8.16
an8.17:0.3|Paṭhamabandhanasutta |an8.17
an8.18:0.3|Dutiyabandhanasutta |an8.18
an8.19:0.3|Pahārādasutta |an8.19
an8.20:0.3|Uposathasutta |an8.20
an8.21:0.3|Paṭhamauggasutta |an8.21
an8.22:0.3|Dutiyauggasutta |an8.22
an8.23:0.3|Paṭhamahatthakasutta |an8.23
an8.24:0.3|Dutiyahatthakasutta |an8.24
an8.25:0.3|Mahānāmasutta |an8.25
an8.26:0.3|Jīvakasutta |an8.26
an8.27:0.3|Paṭhamabalasutta |an8.27
an8.28:0.3|Dutiyabalasutta |an8.28
an8.29:0.3|Akkhaṇasutta |an8.29
an8.30:0.3|Anuruddhamahāvitakkasutta |an8.30
an8.31:0.3|Paṭhamadānasutta |an8.31
an8.32:0.3|Dutiyadānasutta |an8.32
an8.33:0.3|Dānavatthusutta |an8.33
an8.34:0.3|Khettasutta |an8.34
an8.35:0.3|Dānūpapattisutta |an8.35
an8.36:0.3|Puññakiriyavatthusutta |an8.36
an8.37:0.3|Sappurisadānasutta |an8.37
an8.38:0.3|Sappurisasutta |an8.38
an8.39:0.3|Abhisandasutta |an8.39
an8.40:0.3|Duccaritavipākasutta |an8.40
an8.41:0.3|Saṅkhittūposathasutta |an8.41
an8.42:0.3|Vitthatūposathasutta |an8.42
an8.43:0.3|Visākhāsutta |an8.43
an8.44:0.3|Vāseṭṭhasutta |an8.44
an8.45:0.3|Bojjhasutta |an8.45
an8.46:0.3|Anuruddhasutta |an8.46
an8.47:0.3|Dutiyavisākhāsutta |an8.47
an8.48:0.3|Nakulamātāsutta |an8.48
an8.49:0.3|Paṭhamaidhalokikasutta |an8.49
an8.50:0.3|Dutiyaidhalokikasutta |an8.50
an8.51:0.3|Gotamīsutta |an8.51
an8.52:0.3|Ovādasutta |an8.52
an8.53:0.3|Saṅkhittasutta |an8.53
an8.54:0.3|Dīghajāṇusutta |an8.54
an8.55:0.3|Ujjayasutta |an8.55
an8.56:0.3|Bhayasutta |an8.56
an8.57:0.3|Paṭhamaāhuneyyasutta |an8.57
an8.58:0.3|Dutiyaāhuneyyasutta |an8.58
an8.59:0.3|Paṭhamapuggalasutta |an8.59
an8.60:0.3|Dutiyapuggalasutta |an8.60
an8.61:0.3|Icchāsutta |an8.61
an8.62:0.3|Alaṁsutta |an8.62
an8.63:0.3|Saṅkhittasutta |an8.63
an8.64:0.3|Gayāsīsasutta |an8.64
an8.65:0.3|Abhibhāyatanasutta |an8.65
an8.66:0.3|Vimokkhasutta |an8.66
an8.67:0.3|Anariyavohārasutta |an8.67
an8.68:0.3|Ariyavohārasutta |an8.68
an8.69:0.3|Parisāsutta |an8.69
an8.70:0.3|Bhūmicālasutta |an8.70
an8.71:0.3|Paṭhamasaddhāsutta |an8.71
an8.72:0.3|Dutiyasaddhāsutta |an8.72
an8.73:0.3|Paṭhamamaraṇassatisutta |an8.73
an8.74:0.3|Dutiyamaraṇassatisutta |an8.74
an8.75:0.3|Paṭhamasampadāsutta |an8.75
an8.76:0.3|Dutiyasampadāsutta |an8.76
an8.77:0.3|Icchāsutta |an8.77
an8.78:0.3|Alaṁsutta |an8.78
an8.79:0.3|Parihānasutta |an8.79
an8.80:0.3|Kusītārambhavatthusutta |an8.80
an8.81:0.3|Satisampajaññasutta |an8.81
an8.82:0.3|Puṇṇiyasutta |an8.82
an8.83:0.3|Mūlakasutta |an8.83
an8.84:0.3|Corasutta |an8.84
an8.85:0.3|Samaṇasutta |an8.85
an8.86:0.3|Yasasutta |an8.86
an8.87:0.3|Pattanikujjanasutta |an8.87
an8.88:0.3|Appasādapavedanīyasutta |an8.88
an8.89:0.3|Paṭisāraṇīyasutta |an8.89
an8.90:0.3|Sammāvattanasutta |an8.90
an9.1:0.3|Sambodhisutta |an9.1
an9.2:0.3|Nissayasutta |an9.2
an9.3:0.3|Meghiyasutta |an9.3
an9.4:0.3|Nandakasutta |an9.4
an9.5:0.3|Balasutta |an9.5
an9.6:0.3|Sevanāsutta |an9.6
an9.7:0.3|Sutavāsutta |an9.7
an9.8:0.3|Sajjhasutta |an9.8
an9.9:0.3|Puggalasutta |an9.9
an9.10:0.3|Āhuneyyasutta |an9.10
an9.11:0.3|Sīhanādasutta |an9.11
an9.12:0.3|Saupādisesasutta |an9.12
an9.13:0.3|Koṭṭhikasutta |an9.13
an9.14:0.3|Samiddhisutta |an9.14
an9.15:0.3|Gaṇḍasutta |an9.15
an9.16:0.3|Saññāsutta |an9.16
an9.17:0.3|Kulasutta |an9.17
an9.18:0.3|Navaṅguposathasutta |an9.18
an9.19:0.3|Devatāsutta |an9.19
an9.20:0.3|Velāmasutta |an9.20
an9.21:0.3|Tiṭhānasutta |an9.21
an9.22:0.3|Assakhaḷuṅkasutta |an9.22
an9.23:0.3|Taṇhāmūlakasutta |an9.23
an9.24:0.3|Sattāvāsasutta |an9.24
an9.25:0.3|Paññāsutta |an9.25
an9.26:0.3|Silāyūpasutta |an9.26
an9.27:0.3|Paṭhamaverasutta |an9.27
an9.28:0.3|Dutiyaverasutta |an9.28
an9.29:0.3|Āghātavatthusutta |an9.29
an9.30:0.3|Āghātapaṭivinayasutta |an9.30
an9.31:0.3|Anupubbanirodhasutta |an9.31
an9.32:0.3|Anupubbavihārasutta |an9.32
an9.33:0.3|Anupubbavihārasamāpattisutta |an9.33
an9.34:0.3|Nibbānasukhasutta |an9.34
an9.35:0.3|Gāvīupamāsutta |an9.35
an9.36:0.3|Jhānasutta |an9.36
an9.37:0.3|Ānandasutta |an9.37
an9.38:0.3|Lokāyatikasutta |an9.38
an9.39:0.3|Devāsurasaṅgāmasutta |an9.39
an9.40:0.3|Nāgasutta |an9.40
an9.41:0.3|Tapussasutta |an9.41
an9.42:0.3|Sambādhasutta |an9.42
an9.43:0.3|Kāyasakkhīsutta |an9.43
an9.44:0.3|Paññāvimuttasutta |an9.44
an9.45:0.3|Ubhatobhāgavimuttasutta |an9.45
an9.46:0.3|Sandiṭṭhikadhammasutta |an9.46
an9.47:0.3|Sandiṭṭhikanibbānasutta |an9.47
an9.48:0.3|Nibbānasutta |an9.48
an9.49:0.3|Parinibbānasutta |an9.49
an9.50:0.3|Tadaṅganibbānasutta |an9.50
an9.51:0.3|Diṭṭhadhammanibbānasutta |an9.51
an9.52:0.3|Khemasutta |an9.52
an9.53:0.3|Khemappattasutta |an9.53
an9.54:0.3|Amatasutta |an9.54
an9.55:0.3|Amatappattasutta |an9.55
an9.56:0.3|Abhayasutta |an9.56
an9.57:0.3|Abhayappattasutta |an9.57
an9.58:0.3|Passaddhisutta |an9.58
an9.59:0.3|Anupubbapassaddhisutta |an9.59
an9.60:0.3|Nirodhasutta |an9.60
an9.61:0.3|Anupubbanirodhasutta |an9.61
an9.62:0.3|Abhabbasutta |an9.62
an9.63:0.3|Sikkhādubbalyasutta |an9.63
an9.64:0.3|Nīvaraṇasutta |an9.64
an9.65:0.3|Kāmaguṇasutta |an9.65
an9.66:0.3|Upādānakkhandhasutta |an9.66
an9.67:0.3|Orambhāgiyasutta |an9.67
an9.68:0.3|Gatisutta |an9.68
an9.69:0.3|Macchariyasutta |an9.69
an9.70:0.3|Uddhambhāgiyasutta |an9.70
an9.71:0.3|Cetokhilasutta |an9.71
an9.72:0.3|Cetasovinibandhasutta |an9.72
an9.73:0.3|Sikkhasutta |an9.73
an9.82:0.3|Cetasovinibandhasutta |an9.82
an9.83:0.3|Sikkhasutta |an9.83
an9.92:0.3|Cetasovinibandhasutta |an9.92
an10.1:0.3|Kimatthiyasutta |an10.1
an10.2:0.3|Cetanākaraṇīyasutta |an10.2
an10.3:0.3|Paṭhamaupanisasutta |an10.3
an10.4:0.3|Dutiyaupanisasutta |an10.4
an10.5:0.3|Tatiyaupanisasutta |an10.5
an10.6:0.3|Samādhisutta |an10.6
an10.7:0.3|Sāriputtasutta |an10.7
an10.8:0.3|Jhānasutta |an10.8
an10.9:0.3|Santavimokkhasutta |an10.9
an10.10:0.3|Vijjāsutta |an10.10
an10.11:0.3|Senāsanasutta |an10.11
an10.12:0.3|Pañcaṅgasutta |an10.12
an10.13:0.3|Saṁyojanasutta |an10.13
an10.14:0.3|Cetokhilasutta |an10.14
an10.15:0.3|Appamādasutta |an10.15
an10.16:0.3|Āhuneyyasutta |an10.16
an10.17:0.3|Paṭhamanāthasutta |an10.17
an10.18:0.3|Dutiyanāthasutta |an10.18
an10.19:0.3|Paṭhamaariyāvāsasutta |an10.19
an10.20:0.3|Dutiyaariyāvāsasutta |an10.20
an10.21:0.3|Sīhanādasutta |an10.21
an10.22:0.3|Adhivuttipadasutta |an10.22
an10.23:0.3|Kāyasutta |an10.23
an10.24:0.3|Mahācundasutta |an10.24
an10.25:0.3|Kasiṇasutta |an10.25
an10.26:0.3|Kāḷīsutta |an10.26
an10.27:0.3|Paṭhamamahāpañhāsutta |an10.27
an10.28:0.3|Dutiyamahāpañhāsutta |an10.28
an10.29:0.3|Paṭhamakosalasutta |an10.29
an10.30:0.3|Dutiyakosalasutta |an10.30
an10.31:0.3|Upālisutta |an10.31
an10.32:0.3|Pātimokkhaṭṭhapanāsutta |an10.32
an10.33:0.3|Ubbāhikāsutta |an10.33
an10.34:0.3|Upasampadāsutta |an10.34
an10.35:0.3|Nissayasutta |an10.35
